userId,name,popId,rate,review,type
0,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.67,진짜 엄청좋아요!!이거 진짜 촉촉하고 좋아요 너무 기름지지도않아서 화장도 안밀려요!이거 살까 말까 고민하시는분들 이거 꼭 사세요!,건성
1,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.67,"백탁없이 로션처럼 촉촉하게 잘 발려요
원래 쓰던 선크림이 좋긴 한데 건성인 제가 쓰기에도 너무 유분 폭발이어서 베이스 메이크업이 잘 안 올라가서 이걸 구입해봤어요
적당히 촉촉하고 피부에 딱 붙어있어요 위에 화장해도 들뜨지 않아요 좋아요",건성
2,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.67,"진짜 산뜻하게 발려서 여름내내 잘 썼었어요.
건성인데 여름에 스킨로션도을 적게 발라서 선크림이 너무 건조하면 안 쓰게되는데 이건 촉촉한데 마무리가 산뜻해서 쓰기 좋아요????????????",건성
3,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.67,약간 수분감 있는 로션바르는 느낌이고 제품자체는 괜찮은데 이거 바르고 시간 지나면 눈 엄청 따가워요 ㅜ,건성
4,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.67,"인생선크림됬음

사계절 내내 쓰기 너무 좋은 수분?선크림.

여름에는 스킨케어단계 적게하고 바르고,
추운계절에는 스킨케어 충분히 하고 이거 바르면 딱 좋은 상태됨!

가성비도 좋고 두통째 쓴 선크림이 없는데 이건 두통째 쓰고있음!",건성
5,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.67,"촉촉하게 잘 발려서 좋아요
원플원하길래 한번 사본건데 유명한거였네요...
딱히 엄청 좋은 사용감이다, 특별하다 이런건 아닌데...이런비슷한 제형이 워낙 많아서...
근데 이건 성분도 좋다고하니 완전 만족
저는 얼굴보다는 몸에 발라요
많이 끈적거리지않고 가볍게 발립니다",건성
6,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.67,"완죤 조타구여!
성분도 갓갓임",건성
7,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.67,아니 대박 발림성 좋고 백탁없고 눈시림도 없고 최고...!,건성
8,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.67,"가격대비에 조코요
저는 샘플을 먼저 썼는데
진짜 순하더라고요
자극도없고요
강추입니다",건성
9,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.45,약간 유분기가 있긴 한데 화장도 많이 안 밀리고 가을~겨울~봄까지는 쓰기 좋은거 같아여. PA지수도 높아서 추천!,지성
10,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.45,"진짜 좋아요 특히 발림성이! 역시 선크림보단 여름엔 선젤
발림성이 좋아서 바디,페이스 상관없이 그냥 쓱쓱

로션바른느낌 참고로 디렉터파이님이 파데랑 궁합좋다고 한 선크림이에요!",지성
11,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.45,백탁없고 촉촉하고 양 많아서 무난하게 쓸수있는 썬크림. 촉촉한게 맘에 들고 몸에 발라도 안끈적여서 좋음,지성
12,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.45,"이제껏 사용한 선크림은 유분기가 많고 끈적거리는 것 때문에 바를때마다 무거운 느낌이 항상 들었는데 이 선크림은 정말 가볍고 수분크림바르는 느낌이에요!!!
백탁현상도 없고 깔끔하게 잘 발립니다 좋아요!",지성
13,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.45,"수분젤 느낌 투명하게 발리고 촉촉해요
여기에 파데올리면 광이 번쩍번쩍. ㅎㅎ
베이스로 쓰실분 참고하세요.
저는 잘 쓰고있어요.",지성
14,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.45,비오레 쓰다가 아무래도 방사능이나 성분 걱정돼서 디렉터 파이님 영상 보다가 샀는데 비오레만큼 가볍진 않아요ㅠㅠ 약간의 끈적임과 번들거림은 있는데 메이크업에 크게 영향주진 않아서 잘 쓰고 있지만 다 쓰면 비오레처럼 유분감 거의 없는 아이 찾아보고 없다면 다시 사용할 듯!,지성
15,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.45,에뛰드 진짜 선크림 잘 만드는듯. 유분기가 많지도 않고 겉돌지도 않는데 건조하지 않음. 딱 적덩한 촉촉함에 흡수가꽤 빠른편임! 향이 엄청 강하지는 않은데 선크림 특유의 향은 남. 그리고 성분 진짜 좋음....눈시림도 없고. 가격도 작은거 12000원 정도라 상당히 저렴하고. 대용량 샀으니 오래오래 잘쓸듯.,지성
16,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.45,"쿠팡 로켓배송으로 6천원에 다음날 받아보았습니다. 심각한 지성피부라 기름기를 유발하는 선크림은 보기 싫은 피부라 되기 십상이고 화장도 잘 무너지게 해서 너무 싫고
그렇다고 바르진 않을 수가 없고. 항상 고민하게 하고, 다른 좋은 선크림은 없는가 기웃 거리게 하였습니나.

그렇게 기웃 거리다 써보았는데,그간 기름기 없다고 좋아했던 선크림들... 죄다 기름진 거였군요.

정말 제가 사용했던 선크림을 중에서는 명성과 같이 가장 기름기가 없습니다ㅡ 혹여라도 이 제품 보다 더 산뜻한 제품이 있다면 알려주세요 ㅠㅠ

디렉터 파이님이 성분은 이미 증명해 주셨기에 안심하고 사용합니다.",지성
17,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.45,진짜 산뜻해서 이름값 하는 선크림 ㅠ 이거 바르고 화장해도 안밀려요,지성
18,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.25,"샘플받아서 써 봤습니다
사용감이나 발림성은 산뜻해서 좋았는데
이거 쓰면서 처음으로 눈시림경험했어요ㅠㅠㅠㅠ",중성
19,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.25,"가격대비 좋은듯 향은 좋다
휴대하기도좋은아기자기크기에 튜브형이라 위생적이고 지속력은 실험을 해보지않은이상 모르는거고 일단 꾸덕꾸덕하지않고 끈적이지않는다 로션처럼 부드럽게 발린다 처음에 바르면 너무 물같은데 유분이 많지않을까 하는 생각이 들 수 있지만
막상 발라보면 촉촉산뜻하다",중성
20,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.25,여름에 이거없으면못살았어요 ㅠㅠ 선크림의혁명진짜 답답한거하나도없고 그냥수분크림수분젤보다더가벼워요 기초한겹바른느낌.. 얼굴도안탔어요 내년여름에도 또구입할거에요!,중성
21,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.25,완전 산뜻함ㅎㅁㅎ 백탁도 아예 없고 산뜻하게 로션처럼 발림 완전좋은데 완전좋아서 품절ㄷㄷ,중성
22,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.25,졍말 산뜻하고 좀 흐를ㄹ흘르ㅡ 하게 발려요 굿굿!,중성
23,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.25,끈끈하지도 않고 진짜 좋아여 ㅠㅠ 유기자차는 눈시려서 애초에 몸에만 발라봤는데 진짜 물건임 가볍고 바른 느낌도 없고 에뛰드 이번 선크림은 너어무 잘 뽑았음,중성
24,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.25,"끈적이지 않는다면서요, 산뜻하다면서요..
너무 기대한 탓인지 밀리고 끈적 끈적이던데
사실 잘 모르겠습니다 실망했어요",중성
25,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.25,"선젤은 발림성이 넘 가볍고 좋아서 차단이 되는건가 살짝 의심이 가곤했었는데 이건 가볍긴한데 뭔가 차단이 잘될것같은 제형임ㅋㅋ
생각보다 젤보다는 좀더 꾸덕한 로션같은 느낌인데 발림성이 좋음.
바르고나서 촉촉하고 약간 유분감도 있다고 느꼈는데 과하게 기름지진않았고 화장할때도 밀리거나 그런거없이 좋았음.
에뛰드에 다른선크림사러갔다가 품절이라 사장님추천만 믿고 대용량으로 구입해왔는데 진짜 최고!!",중성
26,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.25,발림성도좋고 가벼워서 대용량으로쟁여서 온몸에 바르고쓰고있어요 쬲,중성
27,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.19,덜 끈적여요,복합성
28,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.19,"세일때 대용량으로 나와서 구매해서 착한가격으로 가지구 왔어요

피부타입을 참고하며 봐주시면 됩니다.
피부상태 복합 민감성 이며
볼은 건성 이마는 지성에 가까운 중성

일단 화장 밀림현상 없어서 좋았습니다
제가느끼기에 유분이 많다는느낌은 많이 못받았지만
지성분들에게는 유분이 많다고 느낄수 있을거 같아요

민감성인데 톤업이나 무기자차를 쓰면 대체로 트러블 유발하여 제품을 갈아타려고 찾아보다가
글로우픽 후기&1위 믿고
유기자차인(?) 요제품을 구매하였네요
요건 그런게 없어서 트러블발생무 화장 밀림 없어서
저에게는 합격이 상품입니다.",복합성
29,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.19,몸에는 좋은데 얼굴에 바르니까 엄청 기름지잖아...,복합성
30,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.19,"매장에 사러갔는데 대용량 말고는 들어오지 않았다고 해서... 돈을 많이 챙겨가진 않았는데 썬크림이 급했기 때문에... ^^
그래서 집에가자 마자 써보고 다녀본 후기로는..

첫 사용감:
1.매우매우 묽다(유기자차의 특성 1)
2.백탁 없다(유기자차 특성2)
3.광고처럼 매우매우 가볍다거나 그렇진 않다
4.but 바른 직후에는 피부에 끈적함이 남지만 시간이 지나면 꽤나 산뜻해지며 딱좋은 보습감이 된다.

제가 썬크림한테 중요하다고 느끼는 것은
성분이나 이런것이 아닌
'얼마나 막 바르기 편한가'에요
썬크림은 일상생활에 언제나 발라야 될 만큼 중요한데 바르기 어렵고 막 바르면 뜨거나 허얘지고
그렇다고 조금씩 나눠바르는데 그마저도 뜨지 말라고 조심스럽게 바르고.. 이러는데 어떻게 일상화를 하나요.. 심지어 하루에 이 짓을 몇 번을 해줘야 되는데...
그래서 저는 유기자차를 기본적으로 선호를 하며
막~~발라도 괜찮은 썬크림을 선호해요.
그런점에서 에뛰드 썬크림 매우 추천해요.
눈 따가움도 다른 유기자차에 비해 적은편이에요.

여러분 이제 가을..겨울...인데 날씨가 선선해진다고 해서 자외선이 없지는 않아요... 오히려 무방비로 다닌다면 오히려 철벽방어 하던 여름보다 더 탈수도 있답니다 그러니 썬크림은 내가 밖에 나가야 된다
라고 생각하면 일단 바르는걸로 합시다 
 ?(*´∀｀*)?  ?(*´∀｀*)?  ?(*´∀｀*)?",복합성
31,유브이 더블 컷 산뜻 선 젤 SPF50+ PA++++,0,4.19,유기자차 제품이라 구매했습니다! 무기자차는 너무 건조해서 잘 못쓰겠더라구요 ㅠ그래서 선택한 제품인데 끈적임 없이 촉촉하게 잘 발려서 좋아요! 바른 뒤에 화장도 안밀리고 잘 먹더라구요! 1+1 할때 사면 가격도 저렴해서 만족합니당!,복합성
