userId,name,popId,rate,review,type
0,라스트 벨벳 립 틴트 4,0,4.46,삐아꺼 성분은 잘 모르겠는데 매트한 립으로는 가성비 짱이에요! 깔 별로도 다양해서 하나씩 있으면 조아용,건성
1,라스트 벨벳 립 틴트 4,0,4.46,"그냥 계속 손이 간다..
16호 17호 있는데 16호는 틴트 바를때 베이스로
17호는 그냥 데일리로 슥슥 바르고 다녀서
반이상 써서 이번에 시즌5로 나왔길래 그것도 살려고합니다
갠적으로 17호 꼭사세요!! 특히 학생들!!
학원갈때나 그럴때 그냥 무난한게 쓸수있어요 굿굿",건성
2,라스트 벨벳 립 틴트 4,0,4.46,"꽃보다 살랑색상 잘쓰고있어요!!
쨍한 레드오렌지만 주구장창 쓰다가 정장이나 차분한 옷을 입을때는 어울리지 않아서 이색만 단독으로 쓰는데
진짜 분위기는 분위기대로 있고 생기도 넘치고ㅠㅠ
차분한 코랄오렌지 색상인데 웜톤 착붙템인듯해요!",건성
3,라스트 벨벳 립 틴트 4,0,4.46,색 진짜 다 예쁘고 발림성도 좋고 무난무난해요!! 특히 꽃보다 살랑 색 이쁩니다ㅎㅎ,건성
4,라스트 벨벳 립 틴트 4,0,4.46,꽃보다 살랑 쓰고 있는데 지속력 진짜 대박이에요,건성
5,라스트 벨벳 립 틴트 4,0,4.46,님덜 꽃보다 단바 베이스로쓰고 머지 벽돌 틴트 살짝만 발라보셈 존예스웩,건성
6,라스트 벨벳 립 틴트 4,0,4.46,이거 꽃보다 살랑 있는데 베이스까려구 샀는데 그저 그런것같아요 꽃보다 그윽 추천 !,건성
7,라스트 벨벳 립 틴트 4,0,4.46,"롭스에서 5700원에 판매하길래 샀어요! 색상은 17호 꽃보다 살랑이에요. 매장에선 약간 오렌지빛 감도는 분홍색이라서 이뻐서 샀는데 막상 자연광에서 바르니 그냥 분홍색이네용,,,:( 그래도 예뻐서 잘 쓰고 있어요. 보들보들한 촉감이 기분 좋아서 계속 만지게 돼요 ㅋㅋㅋ 다음엔 다른 색상도 사보려구요",건성
8,라스트 벨벳 립 틴트 4,0,4.46,"색깔은 이쁘나 각질부각 주름끼임과 시간지나면 입술 메마름 두번쓰고 안씁니다
그리고 저처럼 향에 예민한 분들은 정말 비추합니다
바를 때 향이 독해서 전 머리아파 못씁니다
이런 류 사실꺼면 클리오 매드매트 사세요 훨씬 좋습니다",건성
9,라스트 벨벳 립 틴트 4,0,4.43,"저희엄마 다음주에 생신이셔서 제껏도 사는김에 하나 사봤어요!
색상은 꽃보다 살랑이구용
엄마말씀으로는 내가 너무 좋아하는 색깔이라고 하시네요!
단점도 들어봤는데 바를때 양조절이 좀 힘들다고 하시더군용..착색은 핑크입니다
무난하게 바르기 좋은거 같다고 하시네요",지성
