userId,name,popId,rate,review,type
0,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.16,"남산.
좋아요
회떡되지않고. 맑은 화사함
나스는 색상에서 최고먹어주는 쿠션종류
인듯해요
지속력이나 커버는 그닥 눈에띄는 정돈
아닌데 일단 색상이 먹어주니까
비싼값에도 사람들이 구입하는듯
예전 이자녹스쿠션도 색상이 화사해서
꾸준히 애용햇는데.요건 더 어리게 보이는
맑은톤 .아껴쓰지만 재구매의사 가
있구요
사서.후회는 않을듯
하얀피부톤을 원하는 분들은 권해드려요",건성
1,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.16,"진짜 피부표현력 좋고 컬러감도 너무이쁘고
쵹쵹한데 양이 진심..창렬..
한달에 한개식 사는듯 저는 이제 구매 안해영",건성
2,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.16,"#남산
솔직히 색상이 딱 마음에 듦
핑크베이스라 얼굴 화사하게 예뻐지는것
커버력도 나쁘지 않은편. 색상때문에 인기가 이렇게 많은것 같다

단점으로는 기초도 탄탄히했고 전날 팩까지 했는데 나에겐 건조함... 그리고 입생로랑 쿠션 애용했던지라 그것과 비교했을 때에는 조금 두꺼웠음 갑갑",건성
3,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.16,"기대가 너무 컸나봄
21호 중 밝은편에 속하는 피부라 남산 사용
건성피부라 촉촉한 피부표현 되는것 까진 상당히 좋았으나
화장하고 시간이 지날수록 별로라는 느낌 ㅠㅠ

건성피부라 화장 후 밀리는 느낌은 몰랐는데
같이 산 동생은 수부지인데 화장 완성후에도 화장이 밀리고 미끄러져 무너지는 느낌이 든다고 하는데
무슨말인지 알것 같은 느낌은 뭔가 ;;
전체적인 화장 마무리가 밀착되었다기보단 미끌미끌하게 피부를 덮고 있는 느낌이 있음 ㅠㅠ

결광 유지나 커버 유지는 아침부터 저녁까지 괜찮은편인데
톤이 심하게 누렇게 변함...아침에 화사했던 그 피부표현 어디로 간것인가 ㅠㅠㅠ 그냥 내 피뷰인데 좀더 매끈하고
살짝 커버된 피부가 있을쁀임
다크닝 있단 소린 못들은것 같은데 나만 왜 이런것인가 퓨ㅠㅠㅠㅠㅠㅠㅠ
아,다크다크 해지진 않고 누렇게 되서 그런가 ㅡㅡ

다들 좋다길래 면세에서 두개 구매했는데
한개도 다 못쓸것 같은 ㅠㅠ일단 억지로 쓰고있긴 함
아 그리고 케이스는 제값을 영 못하는 똥!
케이스 버튼이 계속 뻑뻑하게 딱깍딸깍 소리가 나면서
금방 부서져 버릴것 같은 느낌
쓰다보면 괜찮아지겠지 했는데 계속 ㅡㅡ",건성
4,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.16,"쿠션이 많아서 안뜯고 있다가 .
뜯어서 사용해보니 이거 진작에 뜯어 쓸걸.
하는 생각이.
남산 컬러 구매 했구요.
구매할때 색상때문에 고민 많이 했어요.
21호 피부인데.
여름에 목이 많이 타서 자연스러운것으로 하고싶었지만 그래도 후회할 것 같아 남산으로 결정!!!
색상이 좀 화사해요.
근데 목과 많이 차이난다기보다 그냥 알굴이 화사해보이는 정도??? 생각보다 많이 밝지 않구나 생각했어요.
모공커버도 잘되는 것같고
무너짐도 좋아요. 이쁘게 무너지네요.
당분간. 이것만 쓸것 같아요 ^^",건성
5,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.16,"왜 좋다고 하는지 알거같아요ㅠㅠㅠㅠㅠ피부에 촥 달라붙는데 광도 은은하게 윤광피부처럼 만들어주고 , 촉촉한데 코끼임도 없고 지속력도 괜찮고 ,,쿠션 유목민이였는데 써보고 너무 좋았어요! 그치만 하나 아쉬웠던건 다른 쿠션에 비해 양이 적은느낌?... 가격도 부담스러운 가격이라서ㅠㅠㅠㅠㅠ 그치만 피부표현이 너무 예쁘게되서 계속 쓸거같습니다ㅜㅜ",건성
6,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.16,"나스에르뎀케이스 가지고싶어서 겟함

진짜 좋음

찹찹 휘감기듯 발림

하지만 코스맥스제조.,

갓코리아

쿠션은 갓코리아

가격높고 브랜드빨이지만 그럼에도불구

내용이좋아서 굿굿줌

갓한국 쿠션의원조",건성
7,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.16,"현재 나온 쿠션 중 가장 모든 과목을 고루 잘하는 전교1등 같은 느낌의 아이.

유일하게 맘에 안 들었던 검은 패키지...(검정 쿠션 이제 그만요ㅠ.ㅠ) 허나 2018 한정판인 에르뎀 에디션을 보고 모든 앙금 사라지고...

개인적으로 이제까지 써본 쿠션 중 가장 선호하는 것은 메포이나... 내 취향인 것이지 나스 쪽이 쿠션으로서 가장 전반적으로 균형잡힌 제품이라고 할 수 있겠다.

색도 이쁘고 피부도 좋아보이고 윤광도 적당하게 돌며 코와 눈 밑의 칙칙한 색소침착을 잘 가려줄 정도로 커버력도 있다. 한듯 안한듯한 메이크업을 선호하기에 메포 쪽에 손이 더 많이 가긴 하지만... 부분적으로 한 번 더 바를 때는 나스가 좋다. 백화점 쿠션치고 성분도 괜찮은 편이고... 시세이도 쿠션이랑 사용감이 꽤 비슷한데 시세이도 언니의 단점을 죄다 개선한 애가 나스다.

특히 퍼프가 참 좋다. 메포는 퍼프가 구려서 브러시를 써야만 하고 대개의 쿠션들도 브러시나 에지퍼프로 바르면 더 이쁜 애들이 많은데 나스는 굳이 브러시 쓸 필요 없이 퍼프로 바르는 게 가장 이쁘다.

누가 쿠션을 추천해달라고 하면 주저 않고 추천할 아이... 누가 써도 인생쿠션까지는 아니라도 제법 쓸만하다 느낄 아이가 바로 나스쿠션이다.",건성
8,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.16,"글로우픽 보고 구매!
커버력 떨어짐
지속력은 꽤 긴 편인데도 커버력이 떨어져서 빛을 못 봄... (결과적으로는..)
대신에 피부가 좋아보인다..??
그냥 저냥 무난한 아이템
건성에게는 좋은 제품일듯하나 각질을 제거하지 않으면 뜨고 (모든 파운데이션이 그렇겠지만)
지성에게는 많이 기름져 보일수도 있음!
정말 화장 수정용으로만 딱 괜찮은 정도!
(본 파데는 뗑미라클 같은 거로 쓰고! 보통의 약간 뻑뻑한 파데는 궁합이 안맞음!??)
??????
결론은 무난하다!
마치 더 잘만든 아이오페쿠션같음",건성
9,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.01,"다들 그렇게 좋다고 해서 써봣는데..음
저한텐 그냥 그랫어요 참고로 저는 남산으로 썻습니다
참고로 저는 안맞는거 쓰면 바로 두드러기나고
굉장히 수분부족 지성피부에 모공이 쫌 도드라진 피부인데
처음에 바를땐 정말 괜찮구 모공부각도 없다 싶었는데
나중에 수정화장할때 덧바르니까
모공이 더 부각되어 보이고 약간뜨더라구요ㅠ
그냥 저냥 쓰기엔 좋아서 수정화장으로는 안쓰고 있어요..ㅠ
자꾸 손이 안가는템.. 그래도 아까워서 쓰려고 노력합니다...
예쁘게 무너진다고 다들 그러던데 전 안그래요...ㅠㅜㅜㅠㅜ
심지어 저녁때보면 얼굴에 하나씩 뭔가가 납니다..기분탓이려니 하고 씁니다",지성
10,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.01,역시 비싼값해요 맨날저렴이쓰다가 이거쓰니까 신세계!! 여름에좀 많이타서그런가 남산쓰니까 좀 많이밝아서 흠칫했는데 턱컨투어링하면 좀나을듯!!! 조금만써도 모공잡티잘가려줘서좋고 환해진피부좋고!! 굿굿 근데 피니시파우더를 해야만함.. 전화하고나니 폰액정에 나의 볼부분 데칼코마니되어있음ㅜㅜ 그것빼곤 대만족!!!!!,지성
11,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.01,"다른 쿠션 다 써보았지만 그 중 제일 갑 !!!!
건성 피부에도 좋을 듯 해용 ㅎㅎ
저는 지성인데 딱 맞고 친구는 복합성인데도 안 뜨고 정말 좋다네용
냄새도 좋아요 ,, ??",지성
12,아쿠아 글로우 쿠션 파운데이션 SPF23 PA++,0,4.01,"아쿠아 글로우라는 이름이 붙을만큼 촉촉하지는 않음 쿠션퍼프로 표현했을 때 딱 세미매트한 느낌이었음. 나는 쿠션은 항상 수정화장용으로 쓰는데 수정할 때 화장이 뜨는 경우도 없었고 커버력도 적당했음 재구매 의사는 당연히 있!
그런데 이걸로 그냥 피부표현을 할 때는 그냥저냥 좋기 때문에 굿굿 줌 시판되는 쿠션 중에서는 가장 괜찮다고 느끼지만 4~5시간이면 무너져서...",지성
